Net,Group,Vnet1,Vnet2
_DRAM_CORE.BANK1.net56332,2,VOFF,VOFF
_DRAM_CORE.BANK1.net56333,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56334,2,VOFF,VSS
_DRAM_CORE.BANK1.net56335,2,VON,VDD
_DRAM_CORE.BANK1.net56336,2,VDDQ,VDD
_DRAM_CORE.BANK1.net56337,2,VSS,VOFF
_DRAM_CORE.BANK1.net56338,2,VDDQ,VON
_DRAM_CORE.BANK1.net56339,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56340,2,VSS,VSSQ
_DRAM_CORE.BANK2.net56341,3,VOFF,VON
_DRAM_CORE.BANK2.net56342,3,VSS,VOFF
_DRAM_CORE.BANK2.net56343,3,VSS,VOFF
_DRAM_CORE.BANK2.net56344,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56345,3,VSS,VSS
_DRAM_CORE.BANK2.net56346,3,VDDQ,VSS
_DRAM_CORE.BANK2.net56347,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net56348,3,VDD,VEXT
_DRAM_CORE.BANK2.net56349,3,VSS,VDD
_DRAM_CORE.BANK2.net56350,3,VON,VDD
_DRAM_CORE.BANK3.net56351,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56352,4,VSS,VDD
_DRAM_CORE.BANK3.net56353,4,VSS,VEXT
_DRAM_CORE.BANK3.net56354,4,VDD,VDD
_DRAM_CORE.BANK3.net56355,4,VDD,VDD
_DRAM_CORE.BANK3.net56356,4,VEXT,VSS
_DRAM_CORE.BANK3.net56357,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net56358,4,VON,VDD
_DRAM_CORE.BANK3.net56359,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56360,4,VDD,VDDQ
_DRAM_CORE.BANK0.net56361,1,VOFF,VSS
_DRAM_CORE.BANK0.net56362,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net56363,1,VON,VON
_DRAM_CORE.BANK0.net56364,1,VON,VDD
_DRAM_CORE.BANK0.net56365,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56366,1,VSS,VDD
_DRAM_CORE.BANK0.net56367,1,VDD,VDD
_DRAM_CORE.BANK0.net56368,1,VON,VSSQ
_DRAM_CORE.BANK0.net56369,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net56370,1,VDD,VOFF
_DRAM_CORE.BANK1.net56371,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56372,2,VOFF,VOFF
_DRAM_CORE.BANK1.net56373,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net56374,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56375,2,VON,VEXT
_DRAM_CORE.BANK1.net56376,2,VEXT,VEXT
_DRAM_CORE.BANK1.net56377,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net56378,2,VON,VOFF
_DRAM_CORE.BANK1.net56379,2,VDD,VEXT
_DRAM_CORE.BANK1.net56380,2,VDDQ,VOFF
_DRAM_CORE.BANK2.net56381,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net56382,3,VDDQ,VON
_DRAM_CORE.BANK2.net56383,3,VDD,VDD
_DRAM_CORE.BANK2.net56384,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net56385,3,VSS,VSSQ
_DRAM_CORE.BANK2.net56386,3,VSSQ,VON
_DRAM_CORE.BANK2.net56387,3,VON,VSS
_DRAM_CORE.BANK2.net56388,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net56389,3,VSS,VSSQ
_DRAM_CORE.BANK2.net56390,3,VSSQ,VDDQ
_DRAM_CORE.BANK3.net56391,4,VON,VEXT
_DRAM_CORE.BANK3.net56392,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net56393,4,VON,VON
_DRAM_CORE.BANK3.net56394,4,VDDQ,VON
_DRAM_CORE.BANK3.net56395,4,VOFF,VOFF
_DRAM_CORE.BANK3.net56396,4,VOFF,VDD
_DRAM_CORE.BANK3.net56397,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56398,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net56399,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net56400,4,VON,VSSQ
_DRAM_CORE.BANK0.net56401,1,VSS,VSS
_DRAM_CORE.BANK0.net56402,1,VSSQ,VSS
_DRAM_CORE.BANK0.net56403,1,VOFF,VSS
_DRAM_CORE.BANK0.net56404,1,VSSQ,VDD
_DRAM_CORE.BANK0.net56405,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net56406,1,VDD,VEXT
_DRAM_CORE.BANK0.net56407,1,VOFF,VON
_DRAM_CORE.BANK0.net56408,1,VOFF,VOFF
_DRAM_CORE.BANK0.net56409,1,VDD,VON
_DRAM_CORE.BANK0.net56410,1,VSS,VOFF
_DRAM_CORE.BANK1.net56411,2,VSS,VDD
_DRAM_CORE.BANK1.net56412,2,VSSQ,VDD
_DRAM_CORE.BANK1.net56413,2,VON,VDD
_DRAM_CORE.BANK1.net56414,2,VDD,VDD
_DRAM_CORE.BANK1.net56415,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net56416,2,VON,VEXT
_DRAM_CORE.BANK1.net56417,2,VSSQ,VON
_DRAM_CORE.BANK1.net56418,2,VSS,VSSQ
_DRAM_CORE.BANK1.net56419,2,VON,VSS
_DRAM_CORE.BANK1.net56420,2,VDDQ,VDDQ
_DRAM_CORE.BANK2.net56421,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net56422,3,VDD,VDD
_DRAM_CORE.BANK2.net56423,3,VDD,VOFF
_DRAM_CORE.BANK2.net56424,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net56425,3,VDD,VON
_DRAM_CORE.BANK2.net56426,3,VOFF,VON
_DRAM_CORE.BANK2.net56427,3,VON,VDDQ
_DRAM_CORE.BANK2.net56428,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56429,3,VSS,VOFF
_DRAM_CORE.BANK2.net56430,3,VOFF,VOFF
_DRAM_CORE.BANK3.net56431,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net56432,4,VDDQ,VSS
_DRAM_CORE.BANK3.net56433,4,VSS,VDD
_DRAM_CORE.BANK3.net56434,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56435,4,VON,VEXT
_DRAM_CORE.BANK3.net56436,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net56437,4,VSS,VSSQ
_DRAM_CORE.BANK3.net56438,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net56439,4,VSS,VSSQ
_DRAM_CORE.BANK3.net56440,4,VOFF,VDDQ
_DRAM_CORE.BANK0.net56441,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net56442,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net56443,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net56444,1,VSS,VOFF
_DRAM_CORE.BANK0.net56445,1,VSS,VON
_DRAM_CORE.BANK0.net56446,1,VOFF,VON
_DRAM_CORE.BANK0.net56447,1,VSS,VDD
_DRAM_CORE.BANK0.net56448,1,VON,VSSQ
_DRAM_CORE.BANK0.net56449,1,VON,VOFF
_DRAM_CORE.BANK0.net56450,1,VSSQ,VDDQ
_DRAM_CORE.BANK1.net56451,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net56452,2,VON,VOFF
_DRAM_CORE.BANK1.net56453,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56454,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56455,2,VON,VSS
_DRAM_CORE.BANK1.net56456,2,VSS,VSSQ
_DRAM_CORE.BANK1.net56457,2,VOFF,VDD
_DRAM_CORE.BANK1.net56458,2,VDD,VON
_DRAM_CORE.BANK1.net56459,2,VDD,VSS
_DRAM_CORE.BANK1.net56460,2,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56461,3,VEXT,VON
_DRAM_CORE.BANK2.net56462,3,VDDQ,VSS
_DRAM_CORE.BANK2.net56463,3,VDD,VEXT
_DRAM_CORE.BANK2.net56464,3,VOFF,VSS
_DRAM_CORE.BANK2.net56465,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net56466,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net56467,3,VSS,VSS
_DRAM_CORE.BANK2.net56468,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net56469,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net56470,3,VOFF,VDDQ
_DRAM_CORE.BANK3.net56471,4,VDD,VSS
_DRAM_CORE.BANK3.net56472,4,VEXT,VON
_DRAM_CORE.BANK3.net56473,4,VEXT,VDD
_DRAM_CORE.BANK3.net56474,4,VSS,VSS
_DRAM_CORE.BANK3.net56475,4,VOFF,VSS
_DRAM_CORE.BANK3.net56476,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56477,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net56478,4,VON,VEXT
_DRAM_CORE.BANK3.net56479,4,VSS,VSSQ
_DRAM_CORE.BANK3.net56480,4,VEXT,VDDQ
_DRAM_CORE.BANK0.net56481,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net56482,1,VON,VDD
_DRAM_CORE.BANK0.net56483,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net56484,1,VEXT,VOFF
_DRAM_CORE.BANK0.net56485,1,VON,VEXT
_DRAM_CORE.BANK0.net56486,1,VOFF,VEXT
_DRAM_CORE.BANK0.net56487,1,VSS,VOFF
_DRAM_CORE.BANK0.net56488,1,VOFF,VDD
_DRAM_CORE.BANK0.net56489,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net56490,1,VSSQ,VEXT
_DRAM_CORE.BANK1.net56491,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net56492,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net56493,2,VEXT,VOFF
_DRAM_CORE.BANK1.net56494,2,VOFF,VEXT
_DRAM_CORE.BANK1.net56495,2,VDD,VEXT
_DRAM_CORE.BANK1.net56496,2,VOFF,VON
_DRAM_CORE.BANK1.net56497,2,VDDQ,VDD
_DRAM_CORE.BANK1.net56498,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net56499,2,VDD,VDDQ
_DRAM_CORE.BANK1.net56500,2,VON,VSS
_DRAM_CORE.BANK2.net56501,3,VSS,VON
_DRAM_CORE.BANK2.net56502,3,VSS,VSS
_DRAM_CORE.BANK2.net56503,3,VSS,VON
_DRAM_CORE.BANK2.net56504,3,VDDQ,VON
_DRAM_CORE.BANK2.net56505,3,VSS,VOFF
_DRAM_CORE.BANK2.net56506,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56507,3,VDDQ,VON
_DRAM_CORE.BANK2.net56508,3,VEXT,VSS
_DRAM_CORE.BANK2.net56509,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net56510,3,VDDQ,VEXT
_DRAM_CORE.BANK3.net56511,4,VON,VOFF
_DRAM_CORE.BANK3.net56512,4,VOFF,VOFF
_DRAM_CORE.BANK3.net56513,4,VOFF,VSS
_DRAM_CORE.BANK3.net56514,4,VOFF,VON
_DRAM_CORE.BANK3.net56515,4,VON,VSS
_DRAM_CORE.BANK3.net56516,4,VEXT,VEXT
_DRAM_CORE.BANK3.net56517,4,VON,VON
_DRAM_CORE.BANK3.net56518,4,VSSQ,VON
_DRAM_CORE.BANK3.net56519,4,VDDQ,VON
_DRAM_CORE.BANK3.net56520,4,VEXT,VOFF
_DRAM_CORE.BANK0.net56521,1,VDD,VEXT
_DRAM_CORE.BANK0.net56522,1,VDD,VDDQ
_DRAM_CORE.BANK0.net56523,1,VDD,VON
_DRAM_CORE.BANK0.net56524,1,VDD,VON
_DRAM_CORE.BANK0.net56525,1,VEXT,VEXT
_DRAM_CORE.BANK0.net56526,1,VDD,VEXT
_DRAM_CORE.BANK0.net56527,1,VSS,VEXT
_DRAM_CORE.BANK0.net56528,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net56529,1,VSS,VDDQ
_DRAM_CORE.BANK0.net56530,1,VSSQ,VDD
_DRAM_CORE.BANK1.net56531,2,VOFF,VDD
_DRAM_CORE.BANK1.net56532,2,VDD,VON
_DRAM_CORE.BANK1.net56533,2,VON,VSSQ
_DRAM_CORE.BANK1.net56534,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net56535,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net56536,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56537,2,VDDQ,VSS
_DRAM_CORE.BANK1.net56538,2,VSS,VOFF
_DRAM_CORE.BANK1.net56539,2,VDD,VOFF
_DRAM_CORE.BANK1.net56540,2,VSSQ,VOFF
_DRAM_CORE.BANK2.net56541,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net56542,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56543,3,VEXT,VON
_DRAM_CORE.BANK2.net56544,3,VON,VSS
_DRAM_CORE.BANK2.net56545,3,VON,VDDQ
_DRAM_CORE.BANK2.net56546,3,VOFF,VDD
_DRAM_CORE.BANK2.net56547,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net56548,3,VSSQ,VDD
_DRAM_CORE.BANK2.net56549,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net56550,3,VON,VDD
_DRAM_CORE.BANK3.net56551,4,VDDQ,VSS
_DRAM_CORE.BANK3.net56552,4,VSS,VOFF
_DRAM_CORE.BANK3.net56553,4,VEXT,VSS
_DRAM_CORE.BANK3.net56554,4,VSS,VSS
_DRAM_CORE.BANK3.net56555,4,VOFF,VON
_DRAM_CORE.BANK3.net56556,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56557,4,VON,VEXT
_DRAM_CORE.BANK3.net56558,4,VDD,VDDQ
_DRAM_CORE.BANK3.net56559,4,VOFF,VEXT
_DRAM_CORE.BANK3.net56560,4,VEXT,VEXT
_DRAM_CORE.BANK0.net56561,1,VON,VSS
_DRAM_CORE.BANK0.net56562,1,VDD,VOFF
_DRAM_CORE.BANK0.net56563,1,VON,VOFF
_DRAM_CORE.BANK0.net56564,1,VSS,VSS
_DRAM_CORE.BANK0.net56565,1,VDD,VON
_DRAM_CORE.BANK0.net56566,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net56567,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net56568,1,VDD,VDDQ
_DRAM_CORE.BANK0.net56569,1,VON,VEXT
_DRAM_CORE.BANK0.net56570,1,VEXT,VON
_DRAM_CORE.BANK1.net56571,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net56572,2,VSS,VOFF
_DRAM_CORE.BANK1.net56573,2,VON,VDDQ
_DRAM_CORE.BANK1.net56574,2,VEXT,VON
_DRAM_CORE.BANK1.net56575,2,VEXT,VON
_DRAM_CORE.BANK1.net56576,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net56577,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net56578,2,VEXT,VSS
_DRAM_CORE.BANK1.net56579,2,VDDQ,VDD
_DRAM_CORE.BANK1.net56580,2,VEXT,VEXT
_DRAM_CORE.BANK2.net56581,3,VSSQ,VSS
_DRAM_CORE.BANK2.net56582,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net56583,3,VON,VSSQ
_DRAM_CORE.BANK2.net56584,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net56585,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net56586,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net56587,3,VOFF,VDD
_DRAM_CORE.BANK2.net56588,3,VEXT,VON
_DRAM_CORE.BANK2.net56589,3,VSS,VSS
_DRAM_CORE.BANK2.net56590,3,VSSQ,VSSQ
_DRAM_CORE.BANK3.net56591,4,VOFF,VON
_DRAM_CORE.BANK3.net56592,4,VOFF,VON
_DRAM_CORE.BANK3.net56593,4,VSS,VOFF
_DRAM_CORE.BANK3.net56594,4,VON,VSSQ
_DRAM_CORE.BANK3.net56595,4,VDDQ,VDD
_DRAM_CORE.BANK3.net56596,4,VOFF,VDD
_DRAM_CORE.BANK3.net56597,4,VON,VON
_DRAM_CORE.BANK3.net56598,4,VON,VDD
_DRAM_CORE.BANK3.net56599,4,VDDQ,VDD
_DRAM_CORE.BANK3.net56600,4,VOFF,VSS
_DRAM_CORE.BANK0.net56601,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net56602,1,VDD,VEXT
_DRAM_CORE.BANK0.net56603,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net56604,1,VSS,VSS
_DRAM_CORE.BANK0.net56605,1,VEXT,VSS
_DRAM_CORE.BANK0.net56606,1,VON,VSSQ
_DRAM_CORE.BANK0.net56607,1,VEXT,VDD
_DRAM_CORE.BANK0.net56608,1,VON,VOFF
_DRAM_CORE.BANK0.net56609,1,VDD,VEXT
_DRAM_CORE.BANK0.net56610,1,VDD,VDDQ
_DRAM_CORE.BANK1.net56611,2,VOFF,VEXT
_DRAM_CORE.BANK1.net56612,2,VSS,VEXT
_DRAM_CORE.BANK1.net56613,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net56614,2,VOFF,VEXT
_DRAM_CORE.BANK1.net56615,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net56616,2,VON,VSS
_DRAM_CORE.BANK1.net56617,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56618,2,VDD,VSSQ
_DRAM_CORE.BANK1.net56619,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net56620,2,VON,VSS
_DRAM_CORE.BANK2.net56621,3,VOFF,VOFF
_DRAM_CORE.BANK2.net56622,3,VON,VSS
_DRAM_CORE.BANK2.net56623,3,VSS,VDDQ
_DRAM_CORE.BANK2.net56624,3,VOFF,VDD
_DRAM_CORE.BANK2.net56625,3,VON,VDDQ
_DRAM_CORE.BANK2.net56626,3,VOFF,VEXT
_DRAM_CORE.BANK2.net56627,3,VEXT,VSS
_DRAM_CORE.BANK2.net56628,3,VSSQ,VON
_DRAM_CORE.BANK2.net56629,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56630,3,VSS,VDD
_DRAM_CORE.BANK3.net56631,4,VON,VEXT
_DRAM_CORE.BANK3.net56632,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net56633,4,VEXT,VEXT
_DRAM_CORE.BANK3.net56634,4,VON,VSS
_DRAM_CORE.BANK3.net56635,4,VDD,VSSQ
_DRAM_CORE.BANK3.net56636,4,VSSQ,VDD
_DRAM_CORE.BANK3.net56637,4,VOFF,VOFF
_DRAM_CORE.BANK3.net56638,4,VSS,VEXT
_DRAM_CORE.BANK3.net56639,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56640,4,VDDQ,VON
_DRAM_CORE.BANK0.net56641,1,VDD,VSS
_DRAM_CORE.BANK0.net56642,1,VDD,VSS
_DRAM_CORE.BANK0.net56643,1,VEXT,VOFF
_DRAM_CORE.BANK0.net56644,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net56645,1,VON,VEXT
_DRAM_CORE.BANK0.net56646,1,VDDQ,VON
_DRAM_CORE.BANK0.net56647,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56648,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net56649,1,VON,VSSQ
_DRAM_CORE.BANK0.net56650,1,VON,VDD
_DRAM_CORE.BANK1.net56651,2,VON,VSSQ
_DRAM_CORE.BANK1.net56652,2,VOFF,VSS
_DRAM_CORE.BANK1.net56653,2,VDD,VON
_DRAM_CORE.BANK1.net56654,2,VEXT,VON
_DRAM_CORE.BANK1.net56655,2,VSS,VOFF
_DRAM_CORE.BANK1.net56656,2,VOFF,VDD
_DRAM_CORE.BANK1.net56657,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56658,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net56659,2,VOFF,VDD
_DRAM_CORE.BANK1.net56660,2,VEXT,VEXT
_DRAM_CORE.BANK2.net56661,3,VDD,VON
_DRAM_CORE.BANK2.net56662,3,VEXT,VSS
_DRAM_CORE.BANK2.net56663,3,VDD,VDD
_DRAM_CORE.BANK2.net56664,3,VEXT,VDD
_DRAM_CORE.BANK2.net56665,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56666,3,VDD,VDDQ
_DRAM_CORE.BANK2.net56667,3,VDD,VOFF
_DRAM_CORE.BANK2.net56668,3,VDD,VDD
_DRAM_CORE.BANK2.net56669,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net56670,3,VDDQ,VEXT
_DRAM_CORE.BANK3.net56671,4,VDD,VOFF
_DRAM_CORE.BANK3.net56672,4,VSS,VON
_DRAM_CORE.BANK3.net56673,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net56674,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56675,4,VEXT,VOFF
_DRAM_CORE.BANK3.net56676,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net56677,4,VSS,VDDQ
_DRAM_CORE.BANK3.net56678,4,VEXT,VSS
_DRAM_CORE.BANK3.net56679,4,VON,VOFF
_DRAM_CORE.BANK3.net56680,4,VSS,VSSQ
_DRAM_CORE.BANK0.net56681,1,VON,VDD
_DRAM_CORE.BANK0.net56682,1,VON,VDD
_DRAM_CORE.BANK0.net56683,1,VON,VSS
_DRAM_CORE.BANK0.net56684,1,VOFF,VOFF
_DRAM_CORE.BANK0.net56685,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net56686,1,VEXT,VSS
_DRAM_CORE.BANK0.net56687,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net56688,1,VDD,VEXT
_DRAM_CORE.BANK0.net56689,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56690,1,VEXT,VOFF
_DRAM_CORE.BANK1.net56691,2,VEXT,VSS
_DRAM_CORE.BANK1.net56692,2,VDD,VOFF
_DRAM_CORE.BANK1.net56693,2,VDDQ,VON
_DRAM_CORE.BANK1.net56694,2,VON,VDDQ
_DRAM_CORE.BANK1.net56695,2,VON,VON
_DRAM_CORE.BANK1.net56696,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net56697,2,VON,VON
_DRAM_CORE.BANK1.net56698,2,VOFF,VSS
_DRAM_CORE.BANK1.net56699,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net56700,2,VDD,VSS
_DRAM_CORE.BANK2.net56701,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net56702,3,VDD,VOFF
_DRAM_CORE.BANK2.net56703,3,VOFF,VEXT
_DRAM_CORE.BANK2.net56704,3,VSS,VDD
_DRAM_CORE.BANK2.net56705,3,VON,VEXT
_DRAM_CORE.BANK2.net56706,3,VEXT,VSS
_DRAM_CORE.BANK2.net56707,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net56708,3,VSS,VSS
_DRAM_CORE.BANK2.net56709,3,VSS,VEXT
_DRAM_CORE.BANK2.net56710,3,VDDQ,VON
_DRAM_CORE.BANK3.net56711,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net56712,4,VSS,VSS
_DRAM_CORE.BANK3.net56713,4,VSS,VON
_DRAM_CORE.BANK3.net56714,4,VSS,VSSQ
_DRAM_CORE.BANK3.net56715,4,VEXT,VON
_DRAM_CORE.BANK3.net56716,4,VOFF,VSS
_DRAM_CORE.BANK3.net56717,4,VSS,VSS
_DRAM_CORE.BANK3.net56718,4,VOFF,VSS
_DRAM_CORE.BANK3.net56719,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56720,4,VDDQ,VDD
_DRAM_CORE.BANK0.net56721,1,VEXT,VOFF
_DRAM_CORE.BANK0.net56722,1,VSS,VSS
_DRAM_CORE.BANK0.net56723,1,VON,VDDQ
_DRAM_CORE.BANK0.net56724,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net56725,1,VOFF,VDD
_DRAM_CORE.BANK0.net56726,1,VON,VOFF
_DRAM_CORE.BANK0.net56727,1,VDD,VDDQ
_DRAM_CORE.BANK0.net56728,1,VON,VON
_DRAM_CORE.BANK0.net56729,1,VDD,VSSQ
_DRAM_CORE.BANK0.net56730,1,VON,VSS
_DRAM_CORE.BANK1.net56731,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net56732,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56733,2,VEXT,VON
_DRAM_CORE.BANK1.net56734,2,VSS,VON
_DRAM_CORE.BANK1.net56735,2,VEXT,VDD
_DRAM_CORE.BANK1.net56736,2,VDD,VSS
_DRAM_CORE.BANK1.net56737,2,VDD,VEXT
_DRAM_CORE.BANK1.net56738,2,VSSQ,VSS
_DRAM_CORE.BANK1.net56739,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net56740,2,VDDQ,VSS
_DRAM_CORE.BANK2.net56741,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net56742,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56743,3,VDD,VSS
_DRAM_CORE.BANK2.net56744,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net56745,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net56746,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net56747,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net56748,3,VON,VSS
_DRAM_CORE.BANK2.net56749,3,VSSQ,VDD
_DRAM_CORE.BANK2.net56750,3,VDDQ,VSSQ
_DRAM_CORE.BANK3.net56751,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net56752,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net56753,4,VSS,VEXT
_DRAM_CORE.BANK3.net56754,4,VSS,VEXT
_DRAM_CORE.BANK3.net56755,4,VDD,VON
_DRAM_CORE.BANK3.net56756,4,VOFF,VSS
_DRAM_CORE.BANK3.net56757,4,VSSQ,VSS
_DRAM_CORE.BANK3.net56758,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net56759,4,VON,VEXT
_DRAM_CORE.BANK3.net56760,4,VSS,VSS
_DRAM_CORE.BANK0.net56761,1,VSSQ,VON
_DRAM_CORE.BANK0.net56762,1,VDDQ,VDD
_DRAM_CORE.BANK0.net56763,1,VOFF,VEXT
_DRAM_CORE.BANK0.net56764,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net56765,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net56766,1,VON,VON
_DRAM_CORE.BANK0.net56767,1,VSSQ,VON
_DRAM_CORE.BANK0.net56768,1,VON,VON
_DRAM_CORE.BANK0.net56769,1,VEXT,VDD
_DRAM_CORE.BANK0.net56770,1,VDDQ,VDDQ
_DRAM_CORE.BANK1.net56771,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net56772,2,VSSQ,VON
_DRAM_CORE.BANK1.net56773,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net56774,2,VSS,VON
_DRAM_CORE.BANK1.net56775,2,VEXT,VOFF
_DRAM_CORE.BANK1.net56776,2,VDD,VDDQ
_DRAM_CORE.BANK1.net56777,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net56778,2,VSS,VON
_DRAM_CORE.BANK1.net56779,2,VOFF,VON
_DRAM_CORE.BANK1.net56780,2,VDDQ,VDD
_DRAM_CORE.BANK2.net56781,3,VON,VSSQ
_DRAM_CORE.BANK2.net56782,3,VON,VEXT
_DRAM_CORE.BANK2.net56783,3,VOFF,VOFF
_DRAM_CORE.BANK2.net56784,3,VSS,VSS
_DRAM_CORE.BANK2.net56785,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56786,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56787,3,VDD,VEXT
_DRAM_CORE.BANK2.net56788,3,VEXT,VEXT
_DRAM_CORE.BANK2.net56789,3,VEXT,VOFF
_DRAM_CORE.BANK2.net56790,3,VON,VEXT
_DRAM_CORE.BANK3.net56791,4,VOFF,VON
